lifesat,age,gender,income,social_trust,discrimination_index,work_stress,religiosity,social_activity,economic_satisfaction,wellbeing
3.0,34.0,1.0,12.0,6.75,2.0,2.3333333333333335,4.5,5.25,3.0,1.75
3.0,55.0,2.0,1.0,1.75,1.7142857142857142,2.1666666666666665,3.0,6.25,3.3333333333333335,2.0
4.0,36.0,2.0,1.0,3.0,2.0,2.6666666666666665,6.0,5.0,3.3333333333333335,2.5
3.0,23.0,2.0,2.0,4.75,2.0,2.6666666666666665,3.75,7.0,4.0,1.75
4.0,19.0,1.0,6.0,2.5,2.0,2.6666666666666665,3.0,5.5,3.3333333333333335,2.25
4.0,21.0,2.0,4.0,5.25,1.9285714285714286,2.6666666666666665,3.5,4.25,4.0,3.0
3.0,58.0,1.0,6.0,1.5,1.9285714285714286,1.6666666666666667,3.75,4.25,3.6666666666666665,2.0
3.0,45.0,2.0,5.0,0.25,1.9285714285714286,2.6666666666666665,2.5,6.25,4.0,2.25
4.0,42.0,2.0,13.0,4.5,2.0,2.6666666666666665,4.75,8.0,2.6666666666666665,2.5
4.0,59.0,1.0,11.0,2.75,2.0,3.0,3.25,6.75,3.0,1.5
4.0,35.0,1.0,11.0,1.75,1.7857142857142858,2.5,4.75,5.0,3.3333333333333335,1.75
4.0,31.0,1.0,7.0,0.75,2.0,2.8333333333333335,4.0,5.0,4.0,2.25
2.0,36.0,2.0,1.0,0.75,1.9285714285714286,2.6666666666666665,4.0,7.0,3.3333333333333335,2.25
4.0,44.0,2.0,13.0,2.0,2.0,2.6666666666666665,4.0,6.0,3.0,2.0
4.0,27.0,1.0,10.0,4.25,2.0,2.6666666666666665,5.75,7.0,2.6666666666666665,2.25
4.0,46.0,1.0,12.0,2.75,1.9285714285714286,3.5,6.25,5.5,3.0,2.5
4.0,66.0,2.0,15.0,2.5,2.0,2.6666666666666665,4.75,7.75,3.0,2.75
3.0,47.0,1.0,7.0,0.75,1.8571428571428572,3.1666666666666665,4.75,6.25,3.6666666666666665,1.75
2.0,25.0,2.0,3.0,1.5,1.8571428571428572,2.6666666666666665,4.0,5.0,4.0,2.0
2.0,47.0,1.0,10.0,0.75,1.9285714285714286,3.0,4.25,3.25,3.3333333333333335,2.5
3.0,42.0,1.0,12.0,6.75,1.9285714285714286,3.0,3.75,6.25,3.0,2.25
3.0,24.0,1.0,7.0,4.75,2.0,2.8333333333333335,4.25,3.5,3.3333333333333335,2.25
3.0,20.0,1.0,2.0,1.75,2.0,2.8333333333333335,4.5,6.25,3.6666666666666665,2.5
1.0,41.0,2.0,1.0,2.75,2.0,2.6666666666666665,3.25,5.0,3.3333333333333335,2.0
3.0,18.0,2.0,1.0,0.75,2.0,2.6666666666666665,3.5,4.5,3.3333333333333335,1.75
3.0,40.0,2.0,14.0,1.5,1.9285714285714286,3.1666666666666665,3.25,6.75,3.0,2.0
4.0,29.0,2.0,13.0,5.25,1.8571428571428572,2.6666666666666665,3.5,7.25,2.6666666666666665,3.0
1.0,30.0,2.0,1.0,3.0,2.0,2.6666666666666665,5.0,5.75,3.3333333333333335,2.5
2.0,62.0,1.0,5.0,3.25,1.9285714285714286,2.3333333333333335,4.0,6.5,2.6666666666666665,1.75
5.0,59.0,1.0,13.0,2.5,2.0,2.5,4.25,7.75,3.3333333333333335,2.0
3.0,29.0,2.0,2.0,2.25,2.0,2.6666666666666665,4.25,3.5,4.0,1.75
3.0,38.0,2.0,2.0,2.25,2.0,2.6666666666666665,5.5,4.0,4.0,1.75
5.0,29.0,1.0,9.0,1.5,1.9285714285714286,2.6666666666666665,5.75,6.75,3.0,1.0
4.0,19.0,1.0,4.0,2.75,2.0,2.6666666666666665,5.5,6.75,3.6666666666666665,1.25
1.0,70.0,1.0,4.0,2.5,1.9285714285714286,2.8333333333333335,4.75,6.0,3.6666666666666665,2.0
4.0,54.0,1.0,13.0,4.75,2.0,1.6666666666666667,3.75,6.75,3.6666666666666665,1.75
4.0,27.0,2.0,11.0,2.75,1.9285714285714286,2.8333333333333335,5.5,6.25,3.3333333333333335,2.0
3.0,47.0,2.0,1.0,3.5,1.9285714285714286,2.5,4.0,4.75,2.0,2.75
4.0,35.0,1.0,10.0,3.75,2.0,3.0,4.0,8.0,3.3333333333333335,2.75
4.0,23.0,1.0,8.0,5.5,2.0,2.5,2.5,5.0,3.0,2.0
4.0,33.0,2.0,14.0,1.0,1.8571428571428572,2.6666666666666665,6.25,8.25,3.6666666666666665,2.0
3.0,48.0,2.0,1.0,1.5,2.0,2.6666666666666665,5.75,5.0,3.3333333333333335,1.75
1.0,36.0,1.0,11.0,5.0,1.7857142857142858,4.333333333333333,4.0,6.25,4.0,1.75
2.0,29.0,1.0,1.0,1.75,2.0,2.6666666666666665,3.5,4.75,3.3333333333333335,2.0
3.0,53.0,1.0,5.0,1.5,2.0,2.8333333333333335,3.75,7.0,3.6666666666666665,1.5
4.0,62.0,1.0,5.0,3.5,1.9285714285714286,2.5,3.5,7.75,4.0,2.25
2.0,28.0,2.0,1.0,2.0,2.0,2.6666666666666665,4.75,2.75,3.3333333333333335,2.5
4.0,44.0,1.0,19.0,2.5,1.8571428571428572,2.6666666666666665,4.25,7.25,3.0,2.0
4.0,18.0,1.0,9.0,3.25,2.0,2.6666666666666665,5.5,8.0,3.0,2.0
1.0,26.0,1.0,12.0,6.25,1.7142857142857142,4.166666666666667,1.75,6.75,4.333333333333333,4.0
4.0,60.0,1.0,2.0,3.5,2.0,2.6666666666666665,4.25,7.25,3.3333333333333335,2.25
3.0,19.0,1.0,6.0,2.75,1.8571428571428572,2.6666666666666665,4.75,6.25,3.3333333333333335,1.75
2.0,23.0,2.0,8.0,3.75,2.0,2.1666666666666665,4.25,7.0,3.6666666666666665,2.25
3.0,64.0,1.0,7.0,0.75,2.0,2.3333333333333335,4.0,5.0,3.3333333333333335,2.75
4.0,21.0,2.0,1.0,2.0,2.0,2.6666666666666665,3.0,6.0,3.3333333333333335,2.75
4.0,53.0,2.0,5.0,1.0,1.9285714285714286,2.5,4.75,7.5,3.0,2.5
4.0,34.0,1.0,10.0,0.75,2.0,2.5,3.0,5.75,3.6666666666666665,2.25
4.0,44.0,1.0,13.0,4.25,2.0,2.5,3.75,6.0,3.6666666666666665,2.25
2.0,34.0,2.0,12.0,1.25,2.0,2.5,2.75,5.0,3.3333333333333335,2.75
4.0,64.0,1.0,6.0,2.0,1.9285714285714286,2.6666666666666665,4.5,5.25,3.6666666666666665,1.75
3.0,49.0,2.0,1.0,0.75,1.8571428571428572,2.6666666666666665,4.5,6.25,3.3333333333333335,1.5
4.0,48.0,2.0,1.0,2.5,2.0,2.6666666666666665,4.75,5.0,3.3333333333333335,2.25
4.0,60.0,1.0,7.0,2.0,1.7857142857142858,2.5,3.5,6.5,3.6666666666666665,1.75
3.0,33.0,2.0,7.0,0.25,2.0,3.8333333333333335,3.75,6.75,3.6666666666666665,2.0
4.0,24.0,2.0,8.0,2.75,2.0,2.6666666666666665,5.5,5.75,4.0,2.75
3.0,41.0,2.0,8.0,2.25,2.0,2.8333333333333335,4.0,6.0,3.0,2.0
3.0,58.0,1.0,7.0,3.25,2.0,2.5,3.5,5.25,3.3333333333333335,2.0
4.0,38.0,2.0,7.0,3.25,2.0,2.3333333333333335,5.0,6.0,3.0,2.0
4.0,40.0,2.0,9.0,3.5,1.8571428571428572,2.3333333333333335,4.25,8.25,3.6666666666666665,3.0
3.0,29.0,2.0,1.0,0.75,1.6428571428571428,2.6666666666666665,2.0,5.5,3.3333333333333335,2.5
4.0,48.0,1.0,16.0,3.5,2.0,2.6666666666666665,5.25,6.75,3.0,2.0
1.0,42.0,1.0,7.0,0.25,1.7857142857142858,1.8333333333333333,5.0,3.0,3.0,2.5
3.0,36.0,2.0,1.0,2.0,2.0,2.6666666666666665,4.0,5.25,3.3333333333333335,2.25
3.0,47.0,1.0,9.0,0.5,1.9285714285714286,2.0,3.5,5.5,3.6666666666666665,1.5
2.0,20.0,1.0,1.0,6.0,2.0,2.6666666666666665,4.5,6.0,3.3333333333333335,2.5
1.0,79.0,2.0,2.0,3.75,1.9285714285714286,2.6666666666666665,4.75,7.5,4.0,2.75
4.0,43.0,1.0,13.0,0.25,2.0,3.0,3.5,2.25,3.0,2.75
4.0,28.0,2.0,1.0,3.5,1.9285714285714286,2.6666666666666665,5.0,6.75,3.3333333333333335,2.0
4.0,28.0,2.0,1.0,5.75,2.0,2.6666666666666665,3.25,6.75,3.3333333333333335,2.25
1.0,30.0,2.0,12.0,1.25,1.8571428571428572,3.0,3.0,7.25,3.0,2.0
5.0,70.0,1.0,10.0,5.75,2.0,2.6666666666666665,3.0,6.5,3.6666666666666665,2.5
3.0,59.0,2.0,10.0,2.5,2.0,2.6666666666666665,4.0,6.0,4.333333333333333,2.5
4.0,70.0,1.0,4.0,6.0,1.9285714285714286,1.1666666666666667,4.0,6.75,3.0,2.0
5.0,61.0,1.0,14.0,2.5,2.0,2.0,4.5,7.0,3.3333333333333335,1.75
4.0,52.0,1.0,23.0,3.5,2.0,3.0,3.5,5.0,3.0,1.75
3.0,69.0,2.0,4.0,4.0,1.8571428571428572,2.6666666666666665,4.25,3.5,4.0,1.25
1.0,41.0,1.0,8.0,3.5,2.0,3.3333333333333335,5.0,4.5,4.0,1.75
5.0,63.0,1.0,9.0,1.5,1.9285714285714286,2.1666666666666665,4.25,3.0,1.6666666666666667,2.75
3.0,57.0,1.0,2.0,0.25,1.7142857142857142,2.6666666666666665,4.5,4.5,4.0,2.5
3.0,38.0,2.0,6.0,2.0,2.0,2.6666666666666665,6.25,6.75,3.0,2.0
4.0,43.0,1.0,10.0,7.25,1.6428571428571428,2.0,4.25,7.75,3.3333333333333335,2.25
4.0,70.0,1.0,10.0,5.25,2.0,3.0,1.0,5.0,3.3333333333333335,2.5
4.0,47.0,1.0,12.0,0.5,1.7857142857142858,1.3333333333333333,3.25,8.5,3.0,2.0
4.0,47.0,1.0,11.0,6.25,1.9285714285714286,2.3333333333333335,3.0,6.75,4.0,2.75
3.0,23.0,1.0,3.0,3.25,2.0,2.6666666666666665,2.25,4.25,3.6666666666666665,2.5
3.0,62.0,1.0,5.0,0.25,1.8571428571428572,2.6666666666666665,4.5,4.0,3.6666666666666665,1.5
1.0,28.0,1.0,8.0,4.0,2.0,2.8333333333333335,3.25,5.0,3.0,2.5
3.0,64.0,1.0,6.0,6.0,2.0,2.6666666666666665,4.75,3.25,3.6666666666666665,2.5
2.0,36.0,1.0,9.0,3.0,1.6428571428571428,3.3333333333333335,2.25,5.0,3.3333333333333335,2.0
4.0,35.0,1.0,11.0,3.25,2.0,2.8333333333333335,2.0,5.25,3.0,2.25
5.0,30.0,2.0,1.0,4.75,2.0,2.6666666666666665,6.5,5.75,3.3333333333333335,2.5
4.0,34.0,1.0,9.0,1.75,2.0,2.3333333333333335,5.25,6.5,3.3333333333333335,2.25
4.0,20.0,2.0,2.0,4.0,2.0,2.6666666666666665,5.25,7.25,3.3333333333333335,3.0
4.0,21.0,1.0,13.0,2.5,2.0,1.5,6.0,7.25,3.3333333333333335,2.75
5.0,62.0,1.0,6.0,5.0,2.0,1.8333333333333333,4.75,6.0,3.6666666666666665,2.0
4.0,54.0,1.0,5.0,4.5,1.9285714285714286,2.6666666666666665,4.75,7.25,3.0,2.5
2.0,65.0,1.0,1.0,1.75,1.9285714285714286,2.6666666666666665,3.5,7.75,3.3333333333333335,2.0
4.0,25.0,2.0,9.0,3.75,2.0,2.6666666666666665,6.0,3.5,2.6666666666666665,3.0
3.0,53.0,2.0,1.0,2.5,1.9285714285714286,3.0,3.25,6.5,2.6666666666666665,1.75
3.0,51.0,2.0,2.0,2.75,1.9285714285714286,2.6666666666666665,6.5,7.5,3.0,2.0
2.0,37.0,2.0,1.0,1.25,2.0,2.6666666666666665,6.0,5.75,3.3333333333333335,2.0
4.0,55.0,1.0,6.0,2.0,2.0,2.5,3.5,6.5,3.6666666666666665,2.5
4.0,58.0,2.0,2.0,0.75,1.9285714285714286,2.6666666666666665,5.5,7.25,3.6666666666666665,2.25
5.0,48.0,2.0,7.0,3.25,1.9285714285714286,2.1666666666666665,3.0,6.0,4.333333333333333,2.0
3.0,38.0,2.0,1.0,2.5,1.8571428571428572,2.6666666666666665,4.25,4.25,3.3333333333333335,2.25
3.0,39.0,1.0,23.0,3.5,1.9285714285714286,3.0,3.5,4.25,3.0,2.5
2.0,58.0,1.0,8.0,4.5,2.0,2.3333333333333335,3.5,6.5,3.0,1.25
2.0,21.0,2.0,2.0,0.5,1.7142857142857142,2.6666666666666665,4.5,6.75,3.0,2.5
5.0,43.0,1.0,9.0,6.5,2.0,2.6666666666666665,6.25,7.25,3.0,2.5
1.0,31.0,2.0,8.0,0.25,2.0,2.6666666666666665,4.0,2.75,4.333333333333333,3.0
3.0,30.0,2.0,9.0,1.75,2.0,2.6666666666666665,4.75,5.25,4.0,2.0
4.0,64.0,1.0,5.0,8.0,2.0,2.8333333333333335,4.0,7.0,3.0,2.0
3.0,19.0,1.0,6.0,4.25,1.7857142857142858,2.5,2.25,6.5,3.0,2.5
2.0,28.0,1.0,8.0,2.75,2.0,2.6666666666666665,4.25,5.75,4.0,2.0
4.0,40.0,2.0,10.0,2.0,2.0,2.8333333333333335,5.25,5.25,3.3333333333333335,2.0
4.0,64.0,1.0,10.0,1.25,2.0,2.5,3.5,6.75,3.0,1.75
4.0,32.0,2.0,9.0,0.25,2.0,2.8333333333333335,4.25,4.75,3.6666666666666665,2.0
1.0,40.0,2.0,1.0,0.25,2.0,2.6666666666666665,3.5,2.5,3.3333333333333335,2.25
3.0,18.0,1.0,8.0,6.0,1.9285714285714286,2.6666666666666665,4.5,7.0,3.0,1.75
3.0,29.0,2.0,1.0,4.75,1.9285714285714286,2.6666666666666665,4.5,5.5,3.3333333333333335,1.75
4.0,24.0,2.0,2.0,4.0,2.0,2.6666666666666665,4.75,7.75,4.0,2.0
4.0,62.0,1.0,8.0,1.5,2.0,2.8333333333333335,4.5,7.75,3.6666666666666665,2.25
3.0,33.0,1.0,2.0,4.5,1.8571428571428572,2.6666666666666665,4.0,6.0,4.0,2.5
4.0,58.0,2.0,1.0,3.75,1.9285714285714286,2.6666666666666665,6.0,8.25,3.3333333333333335,2.25
1.0,25.0,1.0,9.0,0.75,1.8571428571428572,4.5,6.5,5.5,3.0,2.0
1.0,26.0,2.0,4.0,6.75,2.0,2.6666666666666665,5.25,6.25,3.6666666666666665,2.5
4.0,35.0,1.0,2.0,4.0,1.9285714285714286,2.6666666666666665,3.5,7.5,4.0,2.25
3.0,21.0,2.0,7.0,5.25,1.8571428571428572,2.6666666666666665,5.25,5.0,3.3333333333333335,2.0
4.0,51.0,1.0,10.0,3.25,2.0,2.6666666666666665,4.5,5.25,3.0,2.0
5.0,45.0,2.0,3.0,3.75,2.0,2.6666666666666665,6.25,5.25,3.3333333333333335,2.0
4.0,61.0,1.0,9.0,4.0,2.0,2.5,2.25,4.75,3.6666666666666665,2.25
3.0,45.0,1.0,12.0,5.25,2.0,2.6666666666666665,3.5,4.5,3.3333333333333335,1.75
3.0,70.0,1.0,11.0,2.0,2.0,2.3333333333333335,3.25,7.0,3.6666666666666665,1.75
4.0,55.0,1.0,9.0,3.25,1.9285714285714286,2.5,4.75,6.5,3.3333333333333335,1.75
4.0,67.0,1.0,5.0,2.0,2.0,2.0,5.25,8.0,3.3333333333333335,2.0
4.0,28.0,2.0,1.0,3.5,2.0,2.6666666666666665,4.5,7.0,3.3333333333333335,2.0
5.0,46.0,1.0,7.0,1.5,2.0,2.6666666666666665,4.5,4.0,3.3333333333333335,2.75
4.0,48.0,1.0,13.0,3.75,1.7142857142857142,2.3333333333333335,4.0,6.75,3.0,2.0
3.0,30.0,1.0,1.0,4.25,2.0,1.6666666666666667,3.5,3.75,3.6666666666666665,2.25
3.0,41.0,1.0,8.0,4.5,1.9285714285714286,2.3333333333333335,3.0,6.75,3.0,2.0
5.0,44.0,1.0,14.0,3.5,2.0,2.1666666666666665,3.75,8.0,3.0,2.5
4.0,55.0,2.0,6.0,5.75,1.7142857142857142,3.5,1.25,5.75,4.0,2.0
4.0,25.0,1.0,1.0,4.25,2.0,2.6666666666666665,3.75,6.75,3.3333333333333335,2.0
3.0,18.0,2.0,2.0,3.5,1.8571428571428572,2.6666666666666665,1.75,7.25,3.0,2.5
4.0,19.0,2.0,1.0,5.0,2.0,2.6666666666666665,3.5,4.75,3.3333333333333335,2.0
3.0,44.0,1.0,11.0,4.75,1.8571428571428572,3.1666666666666665,4.25,3.25,2.6666666666666665,2.0
1.0,20.0,1.0,8.0,0.25,2.0,2.6666666666666665,3.25,4.25,2.6666666666666665,2.5
3.0,21.0,2.0,3.0,2.25,2.0,2.6666666666666665,3.75,7.5,3.3333333333333335,2.0
3.0,30.0,2.0,6.0,1.0,2.0,2.6666666666666665,4.5,6.25,4.0,2.25
4.0,31.0,1.0,8.0,3.0,2.0,2.0,2.5,5.25,3.6666666666666665,2.0
4.0,30.0,2.0,1.0,2.0,1.8571428571428572,2.6666666666666665,6.0,5.0,3.3333333333333335,2.5
1.0,43.0,2.0,5.0,0.75,2.0,2.5,4.25,3.0,3.6666666666666665,2.0
4.0,34.0,2.0,7.0,2.5,2.0,2.6666666666666665,4.5,4.0,4.0,1.5
5.0,31.0,1.0,11.0,3.75,1.8571428571428572,1.6666666666666667,2.5,6.75,3.3333333333333335,2.25
4.0,34.0,1.0,12.0,5.0,1.9285714285714286,2.6666666666666665,5.5,6.5,3.0,2.5
2.0,34.0,1.0,8.0,2.5,2.0,3.6666666666666665,2.75,4.0,3.6666666666666665,2.75
4.0,35.0,2.0,8.0,1.0,2.0,2.5,6.25,5.5,3.6666666666666665,2.75
3.0,34.0,2.0,8.0,5.0,1.9285714285714286,2.6666666666666665,5.75,7.0,3.6666666666666665,2.0
3.0,23.0,2.0,9.0,0.75,2.0,2.6666666666666665,4.25,7.25,3.3333333333333335,2.5
5.0,73.0,1.0,10.0,3.0,1.7142857142857142,2.5,4.0,6.25,3.3333333333333335,2.5
4.0,48.0,2.0,1.0,1.0,2.0,2.6666666666666665,6.25,5.75,3.3333333333333335,2.0
4.0,47.0,1.0,13.0,3.5,2.0,2.6666666666666665,3.75,5.0,3.0,1.5
1.0,50.0,1.0,13.0,4.25,2.0,2.6666666666666665,3.25,5.5,4.0,2.5
4.0,23.0,1.0,3.0,5.0,2.0,2.6666666666666665,3.25,7.5,3.3333333333333335,2.5
3.0,36.0,2.0,2.0,0.75,1.7142857142857142,2.6666666666666665,5.75,8.75,3.3333333333333335,2.5
3.0,50.0,1.0,9.0,6.0,2.0,2.5,5.75,6.5,2.6666666666666665,1.5
3.0,66.0,1.0,6.0,4.75,2.0,2.6666666666666665,2.75,6.25,3.0,2.0
4.0,42.0,1.0,8.0,3.25,2.0,1.8333333333333333,4.0,5.75,3.6666666666666665,2.0
4.0,43.0,1.0,6.0,4.25,2.0,3.0,3.5,7.0,3.3333333333333335,2.5
4.0,29.0,2.0,8.0,1.25,2.0,2.6666666666666665,4.75,7.25,4.0,2.25
4.0,30.0,1.0,6.0,5.0,2.0,2.1666666666666665,4.0,5.25,3.6666666666666665,2.0
3.0,28.0,2.0,1.0,4.5,2.0,2.6666666666666665,6.0,7.0,3.3333333333333335,2.25
2.0,53.0,2.0,10.0,6.5,1.9285714285714286,2.6666666666666665,4.75,2.5,3.6666666666666665,2.5
4.0,24.0,2.0,1.0,3.25,1.9285714285714286,2.5,3.0,3.75,3.6666666666666665,2.5
5.0,30.0,1.0,10.0,3.5,1.8571428571428572,2.1666666666666665,2.75,6.75,3.3333333333333335,2.5
5.0,74.0,1.0,5.0,4.5,1.9285714285714286,2.3333333333333335,3.75,6.25,3.3333333333333335,2.0
3.0,47.0,1.0,6.0,1.75,1.9285714285714286,3.3333333333333335,3.5,4.5,3.3333333333333335,2.25
3.0,22.0,1.0,1.0,3.25,2.0,2.6666666666666665,2.25,5.25,3.3333333333333335,1.5
4.0,41.0,1.0,12.0,2.25,2.0,2.6666666666666665,2.5,3.5,3.3333333333333335,2.25
4.0,63.0,1.0,13.0,0.75,1.9285714285714286,2.6666666666666665,3.0,8.25,3.0,2.5
2.0,26.0,1.0,12.0,4.5,1.7857142857142858,3.0,5.0,6.5,3.0,2.0
4.0,46.0,1.0,9.0,4.75,2.0,2.6666666666666665,4.75,5.25,3.6666666666666665,1.5
4.0,21.0,2.0,1.0,3.75,1.8571428571428572,2.6666666666666665,3.5,6.5,3.3333333333333335,2.25
4.0,34.0,2.0,2.0,1.0,1.9285714285714286,2.6666666666666665,5.75,6.75,3.6666666666666665,1.75
4.0,39.0,1.0,10.0,4.25,2.0,2.5,3.5,6.0,3.0,2.25
1.0,35.0,2.0,4.0,0.25,1.9285714285714286,2.6666666666666665,4.25,2.75,4.0,2.25
4.0,23.0,2.0,2.0,4.0,2.0,2.6666666666666665,3.5,6.0,3.3333333333333335,2.75
3.0,25.0,1.0,1.0,2.5,2.0,2.6666666666666665,4.25,6.5,3.3333333333333335,2.0
4.0,35.0,1.0,5.0,4.25,2.0,2.6666666666666665,5.0,7.25,3.3333333333333335,2.0
3.0,29.0,2.0,6.0,2.0,2.0,3.3333333333333335,5.75,6.0,2.6666666666666665,2.0
4.0,36.0,1.0,14.0,3.5,1.8571428571428572,3.5,2.75,5.5,3.3333333333333335,2.5
3.0,26.0,1.0,5.0,0.5,1.8571428571428572,2.8333333333333335,3.25,6.5,4.0,2.0
5.0,22.0,1.0,13.0,4.0,2.0,2.3333333333333335,4.75,7.25,3.0,2.5
3.0,23.0,2.0,1.0,2.0,2.0,2.6666666666666665,4.25,6.25,3.3333333333333335,2.75
4.0,47.0,2.0,9.0,4.75,1.9285714285714286,1.8333333333333333,4.0,5.25,3.0,2.0
4.0,52.0,1.0,10.0,5.0,1.9285714285714286,2.8333333333333335,4.25,5.5,3.3333333333333335,1.75
3.0,59.0,2.0,1.0,4.5,1.7857142857142858,2.6666666666666665,4.75,7.0,3.3333333333333335,2.0
2.0,22.0,2.0,1.0,0.75,2.0,2.6666666666666665,6.25,5.0,3.3333333333333335,2.25
3.0,52.0,2.0,11.0,2.25,1.9285714285714286,3.1666666666666665,3.25,6.5,3.6666666666666665,2.75
4.0,37.0,1.0,11.0,2.0,2.0,2.5,5.25,4.75,3.3333333333333335,2.0
5.0,32.0,1.0,12.0,2.0,2.0,1.6666666666666667,3.75,6.0,3.6666666666666665,2.5
1.0,33.0,1.0,6.0,4.25,2.0,2.6666666666666665,5.75,5.0,3.6666666666666665,1.75
4.0,26.0,1.0,8.0,4.75,2.0,2.6666666666666665,3.5,6.0,3.6666666666666665,2.0
3.0,71.0,1.0,11.0,1.5,1.9285714285714286,2.5,3.25,6.25,3.3333333333333335,2.25
4.0,24.0,2.0,6.0,5.5,2.0,2.6666666666666665,3.25,5.0,2.6666666666666665,2.0
4.0,26.0,2.0,1.0,2.5,2.0,2.6666666666666665,4.25,4.5,3.3333333333333335,2.25
4.0,42.0,2.0,3.0,1.5,1.7857142857142858,2.6666666666666665,6.0,8.5,4.0,2.25
3.0,53.0,1.0,9.0,4.5,1.7857142857142858,2.6666666666666665,5.75,5.25,4.0,2.25
3.0,62.0,1.0,3.0,4.5,1.8571428571428572,2.8333333333333335,4.0,1.75,2.6666666666666665,1.75
5.0,79.0,1.0,6.0,5.75,2.0,3.0,4.75,5.5,3.3333333333333335,2.25
2.0,56.0,1.0,12.0,3.0,2.0,2.6666666666666665,3.75,5.0,4.0,2.0
3.0,46.0,2.0,1.0,1.25,1.9285714285714286,2.6666666666666665,4.5,5.75,3.3333333333333335,2.0
4.0,40.0,1.0,13.0,4.75,1.7857142857142858,2.1666666666666665,6.25,7.25,3.0,2.25
3.0,44.0,1.0,7.0,0.75,2.0,1.6666666666666667,4.0,4.5,4.333333333333333,2.0
4.0,54.0,1.0,13.0,3.0,2.0,2.1666666666666665,4.0,5.75,3.0,2.0
2.0,19.0,1.0,10.0,3.0,1.6428571428571428,2.3333333333333335,3.25,6.75,3.3333333333333335,2.25
3.0,49.0,1.0,10.0,1.5,1.7857142857142858,1.8333333333333333,3.0,4.75,3.6666666666666665,2.0
4.0,52.0,2.0,9.0,1.0,2.0,2.1666666666666665,3.5,8.0,3.3333333333333335,2.25
5.0,49.0,2.0,1.0,0.25,2.0,2.6666666666666665,4.25,8.0,3.3333333333333335,2.5
4.0,28.0,1.0,11.0,3.0,2.0,3.0,6.25,6.75,2.6666666666666665,1.75
3.0,78.0,2.0,3.0,0.25,1.9285714285714286,2.6666666666666665,4.25,1.25,3.6666666666666665,2.5
5.0,52.0,1.0,7.0,1.25,1.7857142857142858,2.8333333333333335,4.25,5.5,3.3333333333333335,2.0
3.0,35.0,2.0,8.0,2.0,1.9285714285714286,2.5,3.25,7.5,3.3333333333333335,2.25
4.0,38.0,1.0,9.0,5.0,2.0,2.6666666666666665,4.75,6.75,3.3333333333333335,2.25
5.0,60.0,1.0,11.0,5.25,1.8571428571428572,2.3333333333333335,3.25,7.75,3.3333333333333335,2.0
3.0,32.0,2.0,13.0,2.25,2.0,2.6666666666666665,3.25,5.5,4.0,2.0
4.0,23.0,2.0,1.0,1.0,2.0,2.6666666666666665,4.25,6.25,3.3333333333333335,2.0
3.0,24.0,2.0,1.0,5.75,2.0,2.6666666666666665,4.25,6.25,3.3333333333333335,1.25
4.0,45.0,1.0,13.0,7.75,2.0,2.3333333333333335,3.5,6.5,3.0,2.0
3.0,49.0,1.0,10.0,4.0,2.0,2.8333333333333335,5.75,5.0,3.6666666666666665,1.75
4.0,18.0,2.0,2.0,5.25,2.0,2.6666666666666665,4.25,6.25,3.0,2.25
4.0,31.0,2.0,14.0,0.75,1.7857142857142858,3.3333333333333335,4.75,5.25,3.6666666666666665,1.75
3.0,32.0,1.0,2.0,5.0,2.0,2.6666666666666665,4.0,4.5,3.6666666666666665,2.0
1.0,19.0,2.0,1.0,2.75,2.0,2.6666666666666665,4.75,4.5,3.3333333333333335,2.5
5.0,39.0,2.0,3.0,2.75,2.0,3.0,4.0,8.5,4.333333333333333,2.5
4.0,50.0,1.0,2.0,0.75,1.9285714285714286,2.8333333333333335,4.0,5.0,4.0,2.75
3.0,52.0,2.0,4.0,4.5,1.9285714285714286,2.6666666666666665,5.0,3.75,3.0,1.75
5.0,40.0,2.0,9.0,4.25,2.0,1.5,4.75,3.5,3.0,2.75
4.0,56.0,1.0,8.0,4.5,2.0,2.6666666666666665,3.5,5.5,3.6666666666666665,2.0
4.0,24.0,2.0,2.0,1.75,2.0,2.3333333333333335,5.25,6.75,3.6666666666666665,2.5
2.0,21.0,1.0,1.0,3.25,2.0,2.6666666666666665,3.25,4.0,3.3333333333333335,2.0
4.0,40.0,1.0,13.0,5.5,2.0,2.0,1.75,7.0,3.3333333333333335,2.5
4.0,18.0,1.0,2.0,6.5,2.0,2.6666666666666665,3.0,4.75,3.0,2.0
3.0,40.0,2.0,9.0,3.25,2.0,2.6666666666666665,3.5,5.5,3.6666666666666665,1.75
5.0,52.0,1.0,8.0,1.5,2.0,2.5,4.0,6.0,3.6666666666666665,2.25
3.0,67.0,1.0,6.0,3.0,1.9285714285714286,2.3333333333333335,1.25,6.75,3.6666666666666665,1.25
4.0,44.0,2.0,10.0,5.25,2.0,2.6666666666666665,5.5,6.0,3.0,2.0
5.0,27.0,2.0,8.0,3.25,1.8571428571428572,2.8333333333333335,6.0,6.75,3.0,2.25
3.0,23.0,2.0,1.0,6.0,2.0,2.6666666666666665,5.5,5.5,3.3333333333333335,2.0
2.0,35.0,1.0,8.0,0.5,1.8571428571428572,2.6666666666666665,3.5,5.75,4.0,2.5
4.0,19.0,1.0,2.0,5.5,1.9285714285714286,3.6666666666666665,6.5,5.5,3.3333333333333335,2.25
